date,season,holiday,weekday,workingday,weather,temp,feeltemp,hum,windspeed,casual,registered,total
10/9/2011,Winter,0,7,0,1,15.01145792,16.6366849,74.93,3.29933655,2397,3114,5511
10/10/2011,Winter,1,1,0,1,15.79865792,17.2106275,75.505,2.199776096,1514,3603,5117
10/11/2011,Winter,0,2,1,2,15.68934208,17.3067088,82.405,7.438040958,667,3896,4563
10/12/2011,Winter,0,3,1,3,15.07705792,16.4468251,91.375,12.90355185,217,2199,2416
10/13/2011,Winter,0,4,1,2,16.27974208,17.4796612,90.493364,7.372782213,290,2623,2913
10/14/2011,Winter,0,5,1,2,15.27385792,16.8091525,73.895,11.64169212,529,3115,3644
10/15/2011,Winter,0,6,0,1,14.11494208,15.8713675,52.466636,13.42005792,1899,3318,5217
10/16/2011,Winter,0,7,0,1,14.24614208,16.0055662,52.773364,14.64900228,1748,3293,5041
10/17/2011,Winter,0,1,1,1,14.83654208,16.2349675,61.321636,9.119532621,713,3857,4570
10/18/2011,Winter,0,2,1,2,14.7928,16.5984463,72.553364,5.724413913,637,4111,4748
10/19/2011,Winter,0,3,1,3,15.03523136,16.3295944,90.359964,12.65338466,254,2170,2424
10/20/2011,Winter,0,4,1,1,13.30585792,14.8957075,66.535,21.95787773,471,3724,4195
10/21/2011,Winter,0,5,1,1,12.0376,13.5949588,60.823364,11.5123706,676,3628,4304
10/22/2011,Winter,0,6,0,1,11.9064,13.6524076,65.883364,4.818575733,1499,2809,4308
10/23/2011,Winter,0,7,0,1,11.88454208,13.5566899,76.195,5.174550488,1619,2762,4381
10/24/2011,Winter,0,1,1,1,12.97785792,14.6091301,79.031636,6.177065208,699,3488,4187
10/25/2011,Winter,0,2,1,1,13.19654208,14.8002625,65.308364,8.666049342,695,3992,4687
10/26/2011,Winter,0,3,1,2,13.52454208,15.0872338,74.278364,7.729235358,404,3490,3894
10/27/2011,Winter,0,4,1,2,13.1528,14.6084938,82.788364,10.28347824,240,2419,2659
10/28/2011,Winter,0,5,1,2,9.50105792,10.4200036,61.896636,11.93267852,456,3291,3747
10/29/2011,Winter,0,6,0,3,7.48934208,7.6657639,89.19,18.27094063,57,570,627
10/30/2011,Winter,0,7,0,1,9.19494208,10.4962687,65.385,9.183907383,885,2446,3331
10/31/2011,Winter,0,1,1,1,9.7416,11.5487089,72.706636,5.53009365,362,3307,3669
11/1/2011,Winter,0,2,1,1,11.33785792,12.7917664,70.905,7.049556429,410,3658,4068
11/2/2011,Winter,0,3,1,1,10.7256,12.5810299,74.125,4.268686308,370,3816,4186
11/3/2011,Winter,0,4,1,1,11.53465792,13.0594063,72.591636,7.114347183,318,3656,3974
11/4/2011,Winter,0,5,1,2,11.40345792,12.9827776,65.27,14.13223622,470,3576,4046
11/5/2011,Winter,0,6,0,1,9.39174208,10.5727762,55.763364,9.831034938,1156,2770,3926
11/6/2011,Winter,0,7,0,1,9.96025792,11.7394474,75.581636,4.786726346,952,2697,3649
11/7/2011,Winter,0,1,1,1,11.1848,12.9063913,77.805,2.975642775,373,3662,4035
11/8/2011,Winter,0,2,1,1,11.53465792,13.2510538,74.393364,3.589880963,376,3829,4205
11/9/2011,Winter,0,3,1,1,11.316,13.1550937,77.766636,3.234119404,305,3804,4109
11/10/2011,Winter,0,4,1,2,10.7912,12.0837463,82.826636,9.831294933,190,2743,2933
11/11/2011,Winter,1,5,0,1,9.32614208,10.0565551,49.055,16.36278533,440,2928,3368
11/12/2011,Winter,0,6,0,1,10.17894208,11.6056426,58.868364,11.02701194,1275,2792,4067
11/13/2011,Winter,0,7,0,1,12.38745792,13.805665,50.166636,14.64921028,1004,2713,3717
11/14/2011,Winter,0,1,1,1,14.7272,16.6557436,62.011636,15.9426854,595,3891,4486
11/15/2011,Winter,0,2,1,2,14.7272,16.1396437,71.365,10.38071637,449,3746,4195
11/16/2011,Winter,0,3,1,3,12.80294208,14.4552364,93.56,7.114971171,145,1672,1817
11/17/2011,Winter,0,4,1,2,9.78534208,10.5535963,60.976636,15.87851864,139,2914,3053
11/18/2011,Winter,0,5,1,1,8.01414208,9.0234463,45.72,8.763547467,245,3147,3392
11/19/2011,Winter,0,6,0,1,9.45734208,10.5918349,54.191636,11.6735675,943,2720,3663
11/20/2011,Winter,0,7,0,2,12.97785792,14.6088574,70.981636,9.66921405,787,2733,3520
11/21/2011,Winter,0,1,1,3,12.5624,14.2453786,91.72,7.178669946,220,2545,2765
11/22/2011,Winter,0,2,1,3,11.75334208,13.5373888,96.55,6.177065208,69,1538,1607
11/23/2011,Winter,0,3,1,2,12.38745792,13.8052711,77.728364,17.46256418,112,2454,2566
11/24/2011,Winter,1,4,0,1,10.61625792,12.0458713,58.523364,8.699640696,560,935,1495
11/25/2011,Winter,0,5,1,1,10.66,12.2943313,67.225,5.142482704,1095,1697,2792
11/26/2011,Winter,0,6,0,1,10.68185792,12.4281361,70.713364,3.557813179,1249,1819,3068
11/27/2011,Winter,0,7,0,1,12.86854208,14.57074,72.246636,10.86539905,810,2261,3071
11/28/2011,Winter,0,1,1,1,14.03126272,15.6106966,76.359956,7.390201878,253,3614,3867
11/29/2011,Winter,0,2,1,2,12.84665792,14.4366625,84.436636,13.42052591,96,2818,2914
11/30/2011,Winter,0,3,1,1,9.348,10.1899963,64.426636,14.09994484,188,3425,3613
12/1/2011,Winter,0,4,1,1,9.02,10.0182862,56.261636,11.44799584,182,3545,3727
12/2/2011,Winter,0,5,1,1,9.06374208,10.8024199,65.576636,5.239107246,268,3672,3940
12/3/2011,Winter,0,6,0,1,8.67014208,10.1713012,64.388364,4.980635817,706,2908,3614
12/4/2011,Winter,0,7,0,1,9.50105792,11.33773,79.376636,4.365747642,634,2851,3485
12/5/2011,Winter,0,1,1,2,10.94425792,12.6959275,84.091636,3.234769392,233,3578,3811
12/6/2011,Winter,0,2,1,3,12.956,14.58892,95.361636,12.09408342,126,2468,2594
12/7/2011,Winter,0,3,1,3,11.5784,12.8874538,97.278364,13.84083383,50,655,705
12/8/2011,Winter,0,4,1,1,7.79545792,8.5452214,61.36,12.48277594,150,3172,3322
12/9/2011,Winter,0,5,1,1,8.45145792,10.3815226,72.016636,4.301185683,261,3359,3620
12/10/2011,Winter,0,6,0,1,8.036,8.8322836,54.69,12.12725878,502,2688,3190
12/11/2011,Winter,0,7,0,1,6.61465792,8.4305662,53.08,3.460101858,377,2366,2743
12/12/2011,Winter,0,1,1,1,7.07385792,8.9469388,69.716636,3.29933655,143,3167,3310
12/13/2011,Winter,0,2,1,1,8.2328,9.8844814,62.28,7.30845945,155,3368,3523
12/14/2011,Winter,0,3,1,2,9.1512,11.0123686,69.065,3.169770642,178,3562,3740
12/15/2011,Winter,0,4,1,2,11.9064,13.2507811,66.343364,13.93791596,181,3528,3709
12/16/2011,Winter,0,5,1,2,10.66,11.6626975,54.038364,13.54963943,178,3399,3577
12/17/2011,Winter,0,6,0,2,7.59865792,8.3159413,59.596636,12.64444083,275,2464,2739
12/18/2011,Winter,0,7,0,1,7.07385792,8.2010437,61.935,8.828338221,220,2211,2431
12/19/2011,Winter,0,1,1,1,8.07974208,9.2722699,66.65,8.990419104,260,3143,3403
12/20/2011,Winter,0,2,1,2,10.94425792,12.7725562,62.778364,3.201620029,216,3534,3750
12/21/2011,Spring,0,3,1,2,16.86192404,17.51605519,85.8333,10.6269786,107,2553,2660
12/22/2011,Spring,0,4,1,2,16.72252404,17.45859691,75.75,2.269152725,227,2841,3068
12/23/2011,Spring,0,5,1,1,15.32852404,15.98553147,68.625,13.16353375,163,2046,2209
12/24/2011,Spring,0,6,0,1,13.3537,13.61352881,54.25,9.134401696,155,856,1011
12/25/2011,Spring,0,7,0,1,12.58095004,13.02921811,68.1304,7.444212909,303,451,754
12/26/2011,Spring,1,1,0,1,13.89008332,14.10728818,50.6957,11.49408054,430,887,1317
12/27/2011,Spring,0,2,1,2,13.981,14.47391807,76.25,9.04541155,103,1059,1162
12/28/2011,Spring,0,3,1,1,13.2597444,13.02961207,50.3913,14.10983404,255,2047,2302
12/29/2011,Spring,0,4,1,1,11.84352404,12.54224706,57.4167,5.731656588,254,2169,2423
12/30/2011,Spring,0,5,1,1,13.60927596,14.20659766,63.6667,6.448041663,491,2508,2999
12/31/2011,Spring,0,6,0,1,16.3508,17.09493691,61.5833,10.56717185,665,1820,2485
1/1/2012,Spring,0,7,0,1,15.2356,15.92819441,69.25,9.223823833,686,1608,2294
1/2/2012,Spring,1,1,0,1,12.53243884,12.19107272,38.1304,15.82359034,244,1707,1951
1/3/2012,Spring,0,2,1,1,9.102,8.371763875,44.125,17.55184233,89,2147,2236
1/4/2012,Spring,0,3,1,2,7.9171,8.161507785,41.4583,8.8654153,95,2273,2368
1/5/2012,Spring,0,4,1,1,12.33142404,12.98227566,52.4167,6.239246013,140,3132,3272
1/6/2012,Spring,0,5,1,1,14.23657596,14.85679144,54.2083,8.059416092,307,3791,4098
1/7/2012,Spring,0,6,0,1,15.88612404,16.3875576,53.1667,8.388209242,1070,3451,4521
1/8/2012,Spring,0,7,0,1,14.3295,14.85651869,46.5,9.193824458,599,2826,3425
1/9/2012,Spring,0,1,1,2,11.16977596,12.0448511,70.1667,4.7471011,106,2270,2376
1/10/2012,Spring,0,2,1,1,13.52644448,14.20702193,64.6522,9.002308448,173,3425,3598
1/11/2012,Spring,0,3,1,2,12.56377596,13.11589041,84.75,6.298476779,92,2085,2177
1/12/2012,Spring,0,4,1,2,15.5841,16.11963109,80.2917,8.686235033,269,3828,4097
1/13/2012,Spring,0,5,1,1,12.56377596,12.10191541,50.75,18.14880589,174,3040,3214
1/14/2012,Spring,0,6,0,1,9.9384,10.09345154,45.75,8.984596817,333,2160,2493
1/15/2012,Spring,0,7,0,1,9.56667596,9.443045625,41.9167,12.06013274,284,2027,2311
1/16/2012,Spring,1,1,0,1,10.2172,10.32304222,52.25,11.10495264,217,2081,2298
1/17/2012,Spring,0,2,1,2,15.32043884,15.58444479,71.6087,16.75789087,127,2808,2935
1/18/2012,Spring,0,3,1,1,13.37692404,12.88657247,44.3333,19.94017657,109,3267,3376
1/19/2012,Spring,0,4,1,1,10.2172,10.30410159,49.75,10.56736384,130,3162,3292
1/20/2012,Spring,0,5,1,2,10.9839,11.24113219,45,9.73179725,115,3048,3163
1/21/2012,Spring,0,6,0,2,9.75252404,9.844586875,83.125,10.68659336,67,1234,1301
1/22/2012,Spring,0,7,0,2,9.4505,9.46198625,79.625,9.582424362,196,1781,1977
1/23/2012,Spring,0,1,1,2,11.00712404,11.91087269,91.125,5.313873292,145,2287,2432
1/24/2012,Spring,0,2,1,1,14.4689,15.12471794,83.5833,5.940692233,439,3900,4339
1/25/2012,Spring,0,3,1,1,13.12137596,13.47955041,64.375,7.731246929,467,3803,4270
1/26/2012,Spring,0,4,1,2,14.44567596,15.33509525,76.9583,3.522925004,244,3831,4075
1/27/2012,Spring,0,5,1,2,16.769,17.13318182,74.125,16.44767333,269,3187,3456
1/28/2012,Spring,0,6,0,1,13.72542404,14.4359156,54.3333,10.11958117,775,3248,4023
1/29/2012,Spring,0,7,0,1,12.7961,12.80980991,31.125,11.52215995,558,2685,3243
1/30/2012,Spring,0,1,1,1,12.42437596,12.50385063,40.0833,10.35780021,126,3498,3624
1/31/2012,Spring,0,2,1,1,15.7932,16.10081169,41.6667,12.56695418,324,4185,4509
2/1/2012,Spring,0,3,1,1,18.00037596,18.68343409,50.7917,9.075026933,304,4275,4579
2/2/2012,Spring,0,4,1,2,16.04877596,16.63581616,67.2917,8.984788813,190,3571,3761
2/3/2012,Spring,0,5,1,1,13.65572404,13.91973053,52.6667,8.567629504,310,3841,4151
2/4/2012,Spring,0,6,0,2,12.28497596,12.80993113,77.9583,5.850886104,384,2448,2832
2/5/2012,Spring,0,7,0,2,12.33142404,12.56130891,68.7917,8.447632004,318,2629,2947
2/6/2012,Spring,0,1,1,1,12.79913892,13.52818993,62.2174,7.3822462,206,3578,3784
2/7/2012,Spring,0,2,1,1,14.79417596,15.48825672,49.625,7.074044621,199,4176,4375
2/8/2012,Spring,0,3,1,2,12.07587596,12.61888841,72.2917,6.418474279,109,2693,2802
2/9/2012,Spring,0,4,1,1,12.3082,12.48454634,56.2083,9.313581963,163,3667,3830
2/10/2012,Spring,0,5,1,2,12.74962404,13.44127519,54,5.612475071,227,3604,3831
2/11/2012,Spring,0,6,0,3,11.16977596,10.93532444,73.125,13.9099182,192,1977,2169
2/12/2012,Spring,0,7,0,1,8.4747,7.62574569,46.4583,19.64176679,73,1456,1529
2/13/2012,Spring,0,1,1,1,11.1233,11.45190347,41.125,8.029416717,94,3328,3422
2/14/2012,Spring,0,2,1,2,13.81837596,14.66523353,50.875,6.776450821,135,3787,3922
2/15/2012,Spring,0,3,1,1,14.63152404,15.20111685,53.125,8.7166184,141,4028,4169
2/16/2012,Spring,0,4,1,2,13.74867596,14.55055941,75.2917,4.388308575,74,2931,3005
2/17/2012,Spring,0,5,1,1,14.49212404,15.20111685,63.4583,9.880402154,349,3805,4154
2/18/2012,Spring,0,6,0,1,14.58507596,15.31615463,53.4583,9.164401071,1435,2883,4318
2/19/2012,Spring,0,7,0,2,12.7264,12.59970534,51.5833,12.14912289,618,2071,2689
2/20/2012,Spring,1,1,0,1,12.7264,12.83011426,50.7826,10.99575492,502,2627,3129
2/21/2012,Spring,0,2,1,1,12.94458888,13.48839947,59.4348,9.874210283,163,3614,3777
2/22/2012,Spring,0,3,1,1,15.95582404,16.44477344,56.7917,11.25437353,394,4379,4773
2/23/2012,Spring,0,4,1,1,17.58217596,18.01393603,55.4583,9.163633087,516,4546,5062
2/24/2012,Spring,0,5,1,2,16.2811,16.99947616,73.75,11.40297843,246,3241,3487
2/25/2012,Spring,0,6,0,1,13.02842404,12.29323088,39.5833,20.23839436,317,2415,2732
2/26/2012,Spring,0,7,0,1,12.70317596,12.67607394,41,9.850786771,515,2874,3389
2/27/2012,Spring,0,1,1,1,15.14267596,15.39279597,49.0833,12.86531597,253,4069,4322
2/28/2012,Spring,0,2,1,1,14.93357596,15.25857513,39.5833,9.283822583,229,4134,4363
2/29/2012,Spring,0,3,1,2,14.52042224,15.10538335,80.4783,8.597436883,65,1769,1834
3/1/2012,Spring,0,4,1,1,18.46502404,18.95111816,61.5417,10.89514901,325,4665,4990
3/2/2012,Spring,0,5,1,2,14.77092404,15.45001181,65.7083,6.955247096,246,2948,3194
3/3/2012,Spring,0,6,0,2,16.46697596,17.07587506,62.125,7.731630921,956,3110,4066
3/4/2012,Spring,0,7,0,1,14.00422404,13.72805141,40.3333,16.05907343,710,2713,3423
3/5/2012,Spring,0,1,1,1,11.70412404,11.85368716,50.625,10.98495514,203,3130,3333
3/6/2012,Spring,0,2,1,1,12.12232404,12.27404781,45.6667,9.641799125,221,3735,3956
3/7/2012,Spring,0,3,1,1,16.18817596,16.2154555,51.3333,16.59704622,432,4484,4916
3/8/2012,Spring,0,4,1,1,19.6267,20.44312422,56.75,21.19458244,486,4896,5382
3/9/2012,Spring,0,5,1,2,16.37402404,16.57860032,40.7083,19.9099852,447,4122,4569
3/10/2012,Spring,0,6,0,1,12.9355,12.96272894,35.0417,10.83577425,968,3150,4118
3/11/2012,Spring,0,7,0,1,15.00528332,15.44479935,47.6957,10.68395341,1658,3253,4911
3/12/2012,Spring,0,1,1,1,17.93067596,18.47293556,48.9167,9.970016287,838,4460,5298
3/13/2012,Spring,0,2,1,1,20.6722,20.99846335,61.75,11.37336305,762,5085,5847
3/14/2012,Spring,0,3,1,1,20.8813,21.17083819,50.7083,5.522860938,997,5315,6312
3/15/2012,Spring,0,4,1,1,20.4631,20.69226163,57.9583,7.194234117,1005,5187,6192
3/16/2012,Spring,0,5,1,2,17.07102404,17.76491985,84.2083,5.433102808,548,3830,4378
3/17/2012,Spring,0,6,0,2,19.25497596,19.85041903,75.5833,5.313681296,3155,4681,7836
3/18/2012,Spring,0,7,0,2,18.0933,18.60652,81,6.090257117,2207,3685,5892
3/19/2012,Spring,0,1,1,1,20.1146,20.69214041,72.875,7.791053683,982,5171,6153
3/20/2012,Spring,0,2,1,1,20.55602404,20.86524257,80.7917,5.820886729,1051,5042,6093
3/21/2012,Summer,0,3,1,2,30.63110738,29.22945543,85.16375,5.104554425,1122,5108,6230
3/22/2012,Summer,0,4,1,1,31.12925738,29.83978595,85.99375,6.700681314,1334,5537,6871
3/23/2012,Summer,0,5,1,2,32.18090738,31.12318345,74.615861,6.6287511,2469,5893,8362
3/24/2012,Summer,0,6,0,2,29.98535,28.34524456,90.489611,10.98805265,1033,2339,3372
3/25/2012,Summer,0,7,0,2,28.54625,26.70366248,90.109139,12.58351268,1532,3464,4996
3/26/2012,Summer,0,1,1,1,28.73074262,26.74573125,56.667111,22.04763654,795,4763,5558
3/27/2012,Summer,0,2,1,1,26.01859262,22.64232609,41.07,10.66938242,531,4571,5102
3/28/2012,Summer,0,3,1,1,29.57945738,27.81911825,56.94375,16.62437199,674,5024,5698
3/29/2012,Summer,0,4,1,1,29.80085738,28.19760384,53.450861,18.21909105,834,5299,6133
3/30/2012,Summer,0,5,1,2,27.0518,24.64132604,65.209139,7.869404799,796,4663,5459
3/31/2012,Summer,0,6,0,2,28.25105738,26.17763618,78.281639,14.28441715,2301,3934,6235
4/1/2012,Summer,0,7,0,2,28.28794262,26.03026215,73.12875,9.818702199,2347,3694,6041
4/2/2012,Summer,0,1,1,1,28.46683382,26.37114586,58.860884,17.79098658,1208,4728,5936
4/3/2012,Summer,0,2,1,1,29.19200738,27.50353581,49.923361,5.707280601,1348,5424,6772
4/4/2012,Summer,0,3,1,1,30.85250738,29.90255575,55.975389,10.31503208,1058,5378,6436
4/5/2012,Summer,0,4,1,1,28.4909,26.49281861,48.055861,12.51249441,1192,5265,6457
4/6/2012,Summer,0,5,1,1,27.78979262,25.14621795,48.297889,17.12121484,1807,4653,6460
4/7/2012,Summer,0,6,0,1,28.54625,26.32501022,38.095861,15.66682239,3252,3605,6857
4/8/2012,Summer,0,7,0,1,29.93,28.53498738,39.894139,13.25727421,2230,2939,5169
4/9/2012,Summer,0,1,1,1,29.69015738,28.00872773,43.3525,20.41609741,905,4680,5585
4/10/2012,Summer,0,2,1,1,28.74920738,26.66182706,53.105,14.21362688,819,5099,5918
4/11/2012,Summer,0,3,1,1,26.58012944,23.36302879,55.973895,16.82973218,482,4380,4862
4/12/2012,Summer,0,4,1,1,27.66065,25.04077934,55.69875,16.55358171,663,4746,5409
4/13/2012,Summer,0,5,1,1,28.65695,26.51431968,50.891639,8.861380587,1252,5146,6398
4/14/2012,Summer,0,6,0,1,29.8193,28.38734666,58.742111,10.88169625,2795,4665,7460
4/15/2012,Summer,0,7,0,1,32.29160738,31.25012313,59.157111,12.83167761,2846,4286,7132
4/16/2012,Summer,1,1,0,1,33.56465738,32.61852488,63.618361,16.23439851,1198,5172,6370
4/17/2012,Summer,0,2,1,1,32.32849262,32.07056415,49.404611,15.59603211,989,5702,6691
4/18/2012,Summer,0,3,1,2,29.11819262,27.35536173,64.240861,9.570480264,347,4020,4367
4/19/2012,Summer,0,4,1,1,29.89309262,28.55568841,67.8375,3.757766612,846,5719,6565
4/20/2012,Summer,0,5,1,1,30.52040738,29.31335963,74.650389,8.542197387,1340,5950,7290
4/21/2012,Summer,0,6,0,1,31.4798,30.21827154,73.682111,16.16360824,2541,4083,6624
4/22/2012,Summer,0,7,0,3,27.64220738,25.10411584,86.339611,19.63808836,120,907,1027
4/23/2012,Summer,0,1,1,2,25.98170738,22.15800188,80.633361,17.29836151,195,3019,3214
4/24/2012,Summer,0,2,1,1,28.01119262,25.63010881,54.695861,14.21408285,518,5115,5633
4/25/2012,Summer,0,3,1,1,29.41340738,27.7980172,52.517111,6.770787624,655,5541,6196
4/26/2012,Summer,0,4,1,2,29.89309262,28.24023931,79.803361,10.06709513,475,4551,5026
4/27/2012,Summer,0,5,1,1,28.98905,27.2086544,50.269139,19.8140381,1014,5219,6233
4/28/2012,Summer,0,6,0,2,27.19940738,24.70409584,57.635389,7.408185075,1120,3100,4220
4/29/2012,Summer,0,7,0,1,29.00749262,27.12478354,65.727889,6.663405276,2229,4075,6304
4/30/2012,Summer,0,1,1,2,29.13665738,27.37729616,64.31,9.782851086,665,4907,5572
5/1/2012,Summer,0,2,1,2,32.43919262,31.35499504,71.745389,8.897003712,653,5087,5740
5/2/2012,Summer,0,3,1,1,31.35065738,30.05076316,83.157889,7.868891826,667,5502,6169
5/3/2012,Summer,0,4,1,2,31.2584,30.02896207,80.771639,7.620270912,764,5657,6421
5/4/2012,Summer,0,5,1,1,32.75285,31.8182182,78.039611,9.286977186,1069,5227,6296
5/5/2012,Summer,0,6,0,2,32.62370738,31.60790768,79.803361,8.720085024,2496,4387,6883
5/6/2012,Summer,0,7,0,2,31.31375,30.3454779,78.42,8.542653363,2135,4224,6359
5/7/2012,Summer,0,1,1,2,30.76025,29.69227857,72.125861,13.15040484,1008,5265,6273
5/8/2012,Summer,0,2,1,2,31.73810738,30.70329579,73.924139,16.87276491,738,4990,5728
5/9/2012,Summer,0,3,1,2,31.5905,30.55508838,78.765861,12.33483476,620,4097,4717
5/10/2012,Summer,0,4,1,1,30.05914262,28.51358631,62.822889,17.90064881,1026,5546,6572
5/11/2012,Summer,0,5,1,1,30.66799262,29.48196806,46.914611,13.50469819,1319,5711,7030
5/12/2012,Summer,0,6,0,1,31.35065738,30.2814747,56.874611,7.018211601,2622,4807,7429
5/13/2012,Summer,0,7,0,1,32.42075,31.62890873,64.82875,12.83099365,2172,3946,6118
5/14/2012,Summer,0,1,1,2,31.55359262,30.4509165,82.535389,12.12280592,342,2501,2843
5/15/2012,Summer,0,2,1,2,32.40230738,31.33442734,82.950389,8.400901824,625,4490,5115
5/16/2012,Summer,0,3,1,1,32.95580738,31.98682663,74.927111,6.982816464,991,6433,7424
5/17/2012,Summer,0,4,1,1,31.99639262,31.20805436,60.16,13.07938658,1242,6142,7384
5/18/2012,Summer,0,5,1,1,31.35065738,30.49161854,60.436639,7.798158549,1521,6118,7639
5/19/2012,Summer,0,6,0,1,32.144,31.01787818,54.86875,4.786323075,3410,4884,8294
5/20/2012,Summer,0,7,0,1,32.60524262,31.58653995,61.024611,14.4981559,2704,4425,7129
5/21/2012,Summer,0,1,1,2,32.10709262,30.97650945,84.33375,13.29192839,630,3729,4359
5/22/2012,Summer,0,2,1,2,32.4761,31.48180138,80.564139,6.735164499,819,5254,6073
5/23/2012,Summer,0,3,1,2,32.62370738,31.60804102,81.290389,5.813694,766,4494,5260
5/24/2012,Summer,0,4,1,1,33.3617,32.3443445,76.483361,9.854553312,1059,5711,6770
5/25/2012,Summer,0,5,1,1,33.9152,33.03867922,79.007889,8.01092835,1417,5317,6734
5/26/2012,Summer,0,6,0,1,34.19195,33.54427116,77.7975,11.34194702,2855,3681,6536
5/27/2012,Summer,0,7,0,1,34.1366,33.50190238,74.857889,12.26410149,3283,3308,6591
5/28/2012,Summer,1,1,0,1,34.63475,34.7644655,73.12875,11.20110744,2557,3486,6043
5/29/2012,Summer,0,2,1,1,34.85615,34.55418832,73.820389,16.8369138,880,4863,5743
5/30/2012,Summer,0,3,1,2,33.39860738,32.49198522,72.61,7.656350013,745,6110,6855
5/31/2012,Summer,0,4,1,1,33.9152,33.16535222,57.912111,11.13031716,1100,6238,7338
6/1/2012,Summer,0,5,1,2,33.34325738,32.38641327,79.699611,13.54037831,533,3594,4127
6/2/2012,Summer,0,6,0,1,31.77499262,30.99721048,62.580861,10.63347431,2795,5325,8120
6/3/2012,Summer,0,7,0,1,32.19935,31.29205856,57.946639,10.49240674,2494,5147,7641
6/4/2012,Summer,0,1,1,1,32.08865,31.39706381,57.427889,16.2346265,1071,5927,6998
6/5/2012,Summer,0,2,1,2,30.83404262,29.65060982,67.906639,11.94514628,968,6033,7001
6/6/2012,Summer,0,3,1,1,31.12925738,30.19730382,67.73375,4.395893625,1027,6028,7055
6/7/2012,Summer,0,4,1,1,32.19935,31.10234907,64.067889,8.96847795,1038,6456,7494
6/8/2012,Summer,0,5,1,1,33.23255738,32.04972977,55.837111,9.996304851,1488,6248,7736
6/9/2012,Summer,0,6,0,1,34.59784262,33.73331395,53.277889,8.223926139,2708,4790,7498
6/10/2012,Summer,0,7,0,1,34.94840738,34.2383392,61.681639,7.621695837,2224,4374,6598
6/11/2012,Summer,0,1,1,2,34.81924262,34.11179954,65.797111,11.83901786,1017,5647,6664
6/12/2012,Summer,0,2,1,2,33.32479262,32.05016313,86.166639,12.22847836,477,4495,4972
6/13/2012,Summer,0,3,1,1,33.38014262,32.4915852,65.312889,19.56587316,1173,6248,7421
6/14/2012,Summer,0,4,1,1,33.21409262,32.93380731,64.275389,14.4620198,1180,6183,7363
6/15/2012,Summer,0,5,1,1,33.01115738,32.11279959,65.935389,10.06663915,1563,6102,7665
6/16/2012,Summer,0,6,0,1,32.84510738,31.94459118,58.845861,9.499518999,2963,4739,7702
6/17/2012,Summer,0,7,0,1,31.97795,31.18678663,66.69625,8.259093288,2634,4344,6978
6/18/2012,Summer,0,1,1,2,31.44289262,30.28230807,81.567111,9.959997762,653,4446,5099
6/19/2012,Summer,0,2,1,1,34.09969262,33.94415782,74.27,8.436524949,968,5857,6825
6/20/2012,Summer,0,3,1,1,36.18455,36.15370163,66.142889,6.486942564,872,5339,6211
6/21/2012,Fall,0,4,1,1,30.00584098,32.27068418,63.705028,5.107959787,778,5127,5905
6/22/2012,Fall,0,5,1,1,29.23915,31.45244359,64.195,7.862388842,964,4859,5823
6/23/2012,Fall,0,6,0,1,27.99890902,29.39888168,60.904972,7.728182721,2657,4801,7458
6/24/2012,Fall,0,7,0,1,28.31459098,30.01677266,56.250028,6.257720525,2551,4340,6891
6/25/2012,Fall,0,1,1,1,27.57044098,29.43486918,58.350028,12.91676938,1139,5640,6779
6/26/2012,Fall,0,2,1,1,25.27034098,27.72652816,47.359972,14.94895364,1077,6365,7442
6/27/2012,Fall,0,3,1,1,27.07435,29.05340168,46.24,11.68659678,1077,6258,7335
6/28/2012,Fall,0,4,1,1,28.47245902,30.05299048,51.49,7.38112165,921,5958,6879
6/29/2012,Fall,0,5,1,1,30.77255902,33.25158827,57.055,7.113096417,829,4634,5463
6/30/2012,Fall,0,6,0,1,28.9009,30.39835532,66.505,6.926214071,1455,4232,5687
7/1/2012,Fall,0,7,0,1,30.27644098,32.21560891,59.575,7.246915529,1421,4110,5531
7/2/2012,Fall,0,1,1,1,29.35190902,30.81667402,53.554972,8.396676267,904,5323,6227
7/3/2012,Fall,0,2,1,1,29.32934098,30.8342935,57.334972,5.428317237,1052,5608,6660
7/4/2012,Fall,1,3,0,1,29.55485902,31.68898223,61.255,5.80298495,2562,4841,7403
7/5/2012,Fall,0,4,1,1,30.59215,32.52475593,54.465028,8.343441029,1405,4836,6241
7/6/2012,Fall,0,5,1,1,30.61469098,32.27042507,53.869972,6.284252142,1366,4841,6207
7/7/2012,Fall,0,6,0,1,31.51670902,33.77844527,57.334972,7.032985554,1448,3392,4840
7/8/2012,Fall,0,7,0,1,30.45685,33.36050084,64.195,5.402172629,1203,3469,4672
7/9/2012,Fall,0,1,1,2,27.43514098,29.43521466,73.399972,7.782105975,998,5571,6569
7/10/2012,Fall,0,2,1,2,27.70574098,29.74447684,72.07,6.524842737,954,5336,6290
7/11/2012,Fall,0,3,1,1,27.59300902,29.32630209,69.199972,6.524670733,975,6289,7264
7/12/2012,Fall,0,4,1,1,27.57044098,29.45332357,60.484972,6.311471775,1032,6414,7446
7/13/2012,Fall,0,5,1,2,27.99890902,29.83479107,56.809972,3.47663085,1511,5988,7499
7/14/2012,Fall,0,6,0,2,27.23219098,29.78034918,74.730028,6.178340679,2355,4614,6969
7/15/2012,Fall,0,7,0,1,28.38224098,30.90759284,76.305028,7.166847667,1920,4111,6031
